v,x,k
3.25200086832898,0.13920713108899982,-23.39173339515837
6.840016368743766,5.4083879716077785,-1.6498708173619128
11.552270768872754,38.70080522896458,-1.0554206850597903
53.80846460669247,25.13642611672721,-2.3663229719019503
5.806847469549559,0.4333243886916753,-13.445652671141485
81.75754027043848,13.950918868280546,-5.946102187700828
32.644510219463484,0.8976558128967239,-36.38058034152177
22.362464755086528,189.88947500071026,-1.0095044446845842
0.607566940803827,131.8989607478288,-1.0037941787804083
0.23470731278553156,20.09907366025981,-1.0246466860908918
10.720551824673604,303.3601290130329,-1.0022690475337865
15.226876745649145,2.077862612235015,-7.400756346710905
1.89501582198886,3.0336622757201934,-1.299066180054134
0.21694471135545812,0.12527463508222555,-3.8360914969773825
0.4237121624314815,0.2283268474222129,-3.0155162459656326
16.669352257479616,214.43324075297156,-1.0053320738848952
3.352887319018283,135.81922402323346,-1.0039770840528097
95.19805121163787,205.3805155781294,-1.1042065434937054
0.1490283483256844,0.397918091789994,-1.991095571521582
64.31666005068304,115.81696002742123,-1.1471501540641202
14.389934124427413,0.5701312074311797,-25.26096770627841
1.1220216403647252,136.22339298146352,-1.0036974287464702
0.6795604885117875,0.14370298233034667,-5.369340687359905
0.2507734558082882,0.3895897959059144,-2.0599437595977084
56.941745470638544,0.20319838913521182,-280.229163000011
6.438496753885496,118.1700714301786,-1.0056931658813233
46.62650312292607,0.631788477450418,-73.80773589355287
0.21348003909022212,1.5187083669974673,-1.3004877590780048
0.19654634674832158,0.4281060371762645,-1.9472958757979122
58.66849937381303,143.29645693558416,-1.0835540015374043
0.16501979386782062,264.84616610864157,-1.001886306394506
1.2165481471036261,33.420973614286645,-1.015495349999661
0.4103429264443018,0.4888076103333417,-1.954082087265783
1.3863182650678176,192.99135308691606,-1.002613117935692
0.2788608600552117,4.809766082597354,-1.1008290414310955
4.361537933727856,147.01474232153006,-1.0038322957520485
0.14827318590326852,0.107320300981802,-4.058374550975912
0.18525346339690957,3.257388792915203,-1.1455127269012388
29.365374728238805,0.24132223231693453,-121.68958063945385
0.32381295677264765,0.12077590332879447,-4.292276353429841
0.2469864961210073,0.2510642459531954,-2.569715324966089
0.23605601484813096,50.830054797646405,-1.009799821142054
22.747208067172643,0.1823576353107542,-124.74373545859629
37.25141234814905,5.674132404166269,-6.642903409303985
0.2519358811243797,2.517867890836193,-1.1876475951547083
51.49160259470222,0.20001014092820601,-257.4469399391082
28.484170650222026,98.59700754164142,-1.045567487297008
1.932170691533571,40.63179174326543,-1.0133350180576832
17.28056006673907,132.4473655852738,-1.0121810171364845
11.860904955046111,0.4424579126762352,-26.827214646801718
4.1984495038658345,103.6978727795809,-1.0056216918832994
21.47318836630786,150.98200595462205,-1.0133043551296248
0.29858944905550694,2.2685735603723107,-1.2090822631942792
1.163632086767694,0.13234246977245298,-8.999941218853792
0.5476352375939557,14.933377638105627,-1.0335871021918883
62.317357268354876,1.084716803458241,-57.459191873518215
45.51660466874541,10.760679107432736,-4.349009295351249
44.50417301331192,309.9187853784929,-1.0118373909578522
16.064104177991485,4.610756766501912,-3.6334417281098337
0.675480610285466,64.3038041781204,-1.00780015291233
0.34915512833690077,0.5152647918326008,-1.8699670185422559
18.83124289698542,1.0369356743572886,-18.1895239373781
2.3846610498677707,8.585741478473501,-1.0909873966766044
3.250263695768481,1.1432318232660938,-3.075988895495167
0.3547228497516256,73.30254588547108,-1.0068096453254713
0.2415748935440337,93.5699105156927,-1.0053327689299394
5.08617214147926,0.9302907549186662,-5.579264179892602
0.5004631669855393,0.22783761155264895,-3.1956767688651784
7.025009775061275,89.43141074422417,-1.0086221953787249
0.13139522221950461,5.706291581262698,-1.0845476930793223
1.8716398413849278,0.17369748002961183,-10.870728750378222
6.119304270088819,89.63156039875116,-1.0078653861318427
0.1585654226352977,1.1091054295702978,-1.3974279893144743
0.4501939757789388,0.506154458530706,-1.950108800891488
56.25509722006873,8.828105797684616,-6.451645221618433
10.502361896532188,4.613949912027623,-2.5049934903076254
3.758428007463499,57.157117445890776,-1.01083317118589
3.301334521762942,2.4200795094653538,-1.7727057566781417
13.854602459435322,0.23237326015180396,-59.63122682704147
0.5080498580828658,1.1317130950747605,-1.4436497864460325
0.6046033187329004,0.43900073791103134,-2.250123821556418
25.68787808938414,0.4862045571568663,-52.84332468376047
3.821754117014103,6.843066766127508,-1.2012314715427328
74.61455404660009,0.6420091248925905,-116.22475546323118
0.27732032031956694,82.8130405420871,-1.0060252262372507
89.22163395812736,5.109359022169167,-17.49132575160578
39.04821680944497,7.935984460514572,-5.02354949489703
31.730800939184487,0.4646550764892591,-68.29649598235488
7.411542674614108,0.9113068772241342,-8.203521055122975
4.486742621382801,15.828885525349367,-1.0683618872522895
13.080210606597293,280.00734315748923,-1.0028707085464446
76.92931202288348,1.605070403475723,-47.93950142932962
2.6868310419778516,0.4662810386378623,-5.895541121731697
0.111454132908666,0.24013695081853095,-2.5116340290147257
17.431603155654763,3.9073250405139905,-4.578424850472684
55.62717230501466,99.36280224776527,-1.1498780684087904
6.6146543324986435,6.063471504870477,-1.5192048251066903
9.227933373688753,10.315588294766572,-1.369202296693288
0.22481312843030207,3.9838001266631853,-1.1203869727904725
37.603838234428196,46.438973588082206,-1.293265463634186
0.37071147856503583,8.792499165064152,-1.0562095989283893
7.220673140838179,1.1393267909731202,-6.42834897955566
0.10103283417249974,0.3121270697589576,-2.2038916174405982
